	title	authors	average_rating	isbn	isbn13	language_code	  num_pages	ratings_count	publication_date	publisher
7756	What Work Is	Philip Levine	4.27	0679740589	9780679740582.0	eng	77.0	2102.0	4/21/1992	Knopf
7757	The Simple Truth	Philip Levine/Harry Ford	4.21	0679765840	9780679765844.0	eng	69.0	656.0	9/3/1996	Knopf
7758	Fiskadoro	Denis Johnson	3.54	0060976098	9780060976095.0	en-US	221.0	1513.0	5/30/2000	Harper Perennial
7759	Illusions: The Adventures of a Reluctant Messiah	Richard Bach	4.15	0099427869	9780099427865.0	eng	144.0	50816.0	3/12/2001	Arrow Books Ltd
7761	Running from Safety: An Adventure of the Spirit	Richard Bach	3.79	0385315287	9780385315289.0	eng	368.0	1775.0	11/1/1995	Delta
7762	A Gift Of Wings	Richard Bach	3.79	0330304216	9780330304214.0	eng	299.0	1664.0	5/11/2001	Sidgwick & Jackson Ltd
7763	Winter of Magic's Return	Pamela F. Service	4.25	0449702022	9780449702024.0	eng	194.0	235.0	11/12/1986	Fawcett
7764	A Modern Utopia	H.G. Wells/Gregory Claeys/Francis Wheen	3.45	0141441127	9780141441122.0	eng	320.0	596.0	3/31/2006	Penguin Books Limited
7765	The War of the Worlds	H.G. Wells/Leon Stover	3.82	0786407808	9780786407804.0	eng	321.0	16.0	4/30/2001	McFarland & Company
7766	The Shape of Things to Come	H.G. Wells/John Clute	3.61	0141441046	9780141441047.0	eng	530.0	931.0	5/26/2006	Penguin Books Limited
7767	Floor Games (Sandplay Classics)	H.G. Wells/Barbara A. Turner	3.4	0972851720	9780972851725.0	eng	110.0	46.0	9/1/2004	Temenos Press
7768	Seven Novels	H.G. Wells	4.14	0706425618	9780706425611.0	eng	828.0	4.0	1/1/1985	Octopus Books (London)
7769	Three Prophetic Science Fiction Novels	H.G. Wells/E.F. Bleiler	3.86	0844631515	9780844631516.0	eng	335.0	1.0	12/31/1975	Peter Smith Publisher  Inc.
7770	Science Fiction Treasury: Six Complete Novels (complete & unabridged)	H.G. Wells/George Gesner	3.94	0517436329	9780517436325.0	eng	688.0	17.0	9/19/1984	Random House Value Publishing
7771	The Island of Doctor Moreau	H.G. Wells	3.73	0553214322	9780553214321.0	eng	153.0	71933.0	5/1/1994	Bantam Classics
7772	Notebooks of the Mind: Explorations of Thinking  Revised Edition	Vera John-Steiner	3.83	0195108965	9780195108965.0	eng	288.0	17.0	1/23/1997	Oxford University Press  USA
7773	The Visible Hand: The Managerial Revolution in American Business	Alfred D. Chandler Jr.	4.01	0674940520	9780674940529.0	en-US	624.0	222.0	1/1/1977	Belknap Press
7774	Crime Stories and Other Writings	Dashiell Hammett/Steven Marcus	4.39	1931082006	9781931082006.0	eng	934.0	490.0	9/10/2001	Library of America
7775	The Maltese Falcon	Dashiell Hammett	3.91	0752865331	9780752865331.0	eng	213.0	69254.0	3/1/2005	Orion
7776	Lost Stories	Dashiell Hammett/Vince Emery/Joe Gores	3.98	0972589813	9780972589819.0	eng	342.0	201.0	9/1/2005	Vince Emery Productions
7777	The Dain Curse	Dashiell Hammett	3.83	0752851802	9780752851808.0	eng	256.0	5558.0	12/5/2002	Orion
7778	The Big Knockover: Selected Stories and Short Novels	Dashiell Hammett/Lillian Hellman/Jeff Stone	4.18	0679722599	9780679722595.0	eng	480.0	2916.0	7/17/1989	Vintage Crime/Black Lizard
7779	Red Harvest	Dashiell Hammett	3.97	0752852612	9780752852614.0	eng	224.0	17966.0	5/1/2003	Orion
7780	The Complete Stories  Vol 1	Isaac Asimov	4.36	038541627X	9780385416276.0	eng	624.0	5362.0	10/1/1990	Broadway
7782	Edgar A. Poe: Mournful and Never-ending Remembrance	Kenneth Silverman	4.01	0060923318	9780060923310.0	en-US	592.0	295.0	12/23/2008	Harper Perennial
7783	Tales of Mystery and Madness	Edgar Allan Poe/Gris Grimly	4.34	0689848374	9780689848377.0	eng	135.0	2226.0	8/30/2011	Atheneum
7785	The Prize (deWarenne Dynasty  #4)	Brenda Joyce	3.98	0778320898	9780778320890.0	eng	575.0	1604.0	9/24/2004	Mira Books
7786	Elric of Melnibone: Bright Shadows	Charles  Green/Richard Ford/Pascal Quidault	4.0	1905850581	9781905850587.0	eng	98.0	8.0	4/1/2008	Mongoose Publishing
7787	A River Runs Through it and Other Stories	Norman Maclean/Annie Proulx	4.18	0226500667	9780226500669.0	eng	217.0	18634.0	10/1/2001	University of Chicago Press
7788	Young Men and Fire	Norman Maclean	4.08	0226500624	9780226500621.0	eng	301.0	4346.0	11/5/1993	University Of Chicago Press
7789	When the Rivers Run Dry: Water - The Defining Crisis of the Twenty-first Century	Fred Pearce	3.94	0807085731	9780807085738.0	eng	336.0	672.0	3/15/2007	Beacon Press
7790	The River Runs Black: The Environmental Challenge to China's Future	Elizabeth C. Economy	3.8	0801489784	9780801489785.0	eng	337.0	135.0	2/24/2005	Cornell University Press
7791	Only the River Runs Free (The Galway Chronicles  #1)	Bodie Thoene/Brock Thoene	4.09	0785263780	9780785263784.0	eng	271.0	1387.0	1/14/1997	Thomas Nelson
7792	It's Not About the Bike: My Journey Back to Life	Lance Armstrong/Sally Jenkins	3.72	0224060872	9780224060875.0	en-GB	294.0	495.0	5/3/2001	Yellow Jersey
7793	The Walking Dead  Vol. 5: The Best Defense	Robert Kirkman/Charlie Adlard/Cliff Rathburn	4.29	158240612X	9781582406121.0	eng	136.0	21435.0	4/21/2009	Image Comics
7794	Being Dead Is No Excuse: The Official Southern Ladies Guide to Hosting the Perfect Funeral	Gayden Metcalfe	3.86	1401359345	9781401359348.0	en-US	243.0	1741.0	3/16/2005	Hyperion Books
7795	Drop Dead Gorgeous (Blair Mallory  #2)	Linda Howard	3.93	0345486587	9780345486585.0	eng	347.0	7227.0	11/28/2006	Ballantine Books
7796	The Book of the Dead (Pendergast  #7; Diogenes  #3)	Douglas Preston/Lincoln Child	4.13	0446576980	9780446576987.0	eng	454.0	27050.0	8/14/2006	Warner Books (NY);;
7797	The Walking Dead  Vol. 3: Safety Behind Bars	Robert Kirkman/Charlie Adlard/Cliff Rathburn	4.3	1582404879	9781582404875.0	eng	136.0	25796.0	6/18/2005	Image Comics
7798	The Walking Dead  Book One (The Walking Dead #1-12)	Robert Kirkman/Tony Moore/Charlie Adlard/Cliff Rathburn	4.35	1582406197	9781582406190.0	eng	304.0	34751.0	10/5/2010	Image Comics
7799	The Brief History of the Dead	Kevin Brockmeier	3.67	1400095956	9781400095957.0	eng	252.0	9490.0	1/9/2007	Vintage
7800	Beckett Football Card Price Guide	Dan Hitt/James Beckett III	0.0	1930692471	9781930692473.0	eng	830.0	0.0	9/1/2006	Beckett Media
7801	The Power of Infinite Love & Gratitude: An Evolutionary Journey to Awakening Your Spirit	Darren R. Weissman	4.11	1401917178	9781401917173.0	eng	298.0	62.0	2/1/2007	Hay House
7802	Masculinity and Male Codes of Honor in Modern France	Robert A. Nye	4.36	0520215109	9780520215108.0	en-US	316.0	14.0	11/30/1998	University of California Press
7803	The Life and Death of My Lord Gilles de Rais	Robert Nye	3.87	0349102503	9780349102504.0	en-GB	323.0	65.0	12/1/1991	Abacus Books (London)
7804	The White Wolf's Son: The Albino Underground (Elric & Oona Von Bek  #3)	Michael Moorcock	3.88	0446617458	9780446617451.0	en-US	432.0	283.0	9/1/2006	Grand Central Publishing
7805	Michael Moorcock's Multiverse	Michael Moorcock/Walter Simonson/Mark Reeve/John Ridgway	3.94	1563895161	9781563895166.0	eng	288.0	170.0	11/1/1999	Vertigo
7806	Gloriana	Michael Moorcock	3.65	0446691402	9780446691406.0	eng	496.0	1742.0	8/1/2004	Aspect
7807	The Eternal Champion (Eternal Champion  #1)	Michael Moorcock	3.95	1565041917	9781565041912.0	eng	484.0	2524.0	2/1/1996	White Wolf Games Studio
7808	The Spell	Alan Hollinghurst	3.54	0140286373	9780140286373.0	eng	272.0	1559.0	5/1/2000	Penguin Books
7809	The Swimming-Pool Library	Alan Hollinghurst	3.77	0679722564	9780679722564.0	eng	352.0	7115.0	9/19/1989	Vintage
7810	The Ivory Tower	Henry James/Alan Hollinghurst/Ezra Pound	3.29	1590170784	9781590170786.0	eng	296.0	57.0	2/29/2004	NYRB Classics
7811	America Alone: The End of the World As We Know It	Mark Steyn	4.13	0895260786	9780895260789.0	eng	224.0	3095.0	10/1/2006	Regnery Publishing
7812	Where the Sidewalk Ends: Poems and Drawings	Shel Silverstein	4.3	0060572345	9780060572341.0	eng	192.0	3587.0	2/18/2014	HarperCollins
7813	A Light in the Attic	Shel Silverstein	4.34	0060513063	9780060513061.0	eng	176.0	349247.0	10/7/2002	Harpercollins Childrens Books
7814	The Missing Piece (The Missing Piece  #1)	Shel Silverstein	4.28	0060256710	9780060256715.0	eng	112.0	24366.0	1/24/2006	HarperCollins
7815	The Missing Piece Meets the Big O	Shel Silverstein	4.34	0060256575	9780060256579.0	eng	104.0	10503.0	1/24/2006	HarperCollins
7816	Lafcadio  the Lion Who Shot Back	Shel Silverstein	4.15	0060256753	9780060256753.0	eng	112.0	5308.0	9/24/2013	HarperCollins
7817	A Light in the Attic (Book & CD)	Shel Silverstein	4.34	0066236177	9780066236179.0	en-US	176.0	597.0	10/9/2001	HarperCollins
7818	Runny Babbit Book and Abridged CD	Shel Silverstein/Dennis Locorriere	4.12	0061130478	9780061130472.0	en-US	96.0	44.0	9/26/2006	HarperCollins
7819	L'albero	Shel Silverstein/Daniela Gamba	4.37	887782719X	9788877827197.0	ita	62.0	36.0	5/1/2000	Salani
7820	The Beginning: The Cove / The Maze (FBI Thriller #1-2)	Catherine Coulter	4.2	0425205517	9780425205518.0	eng	544.0	756.0	9/6/2005	Berkley Trade
7821	Jade Star (Star  #4)	Catherine Coulter	3.83	0451206126	9780451206121.0	en-US	400.0	896.0	6/1/2002	Signet
7822	Double Take (FBI Thriller  #11)	Catherine Coulter	4.05	0399154248	9780399154249.0	eng	420.0	7456.0	6/12/2007	Putnam Adult
7823	The Valentine Legacy (Legacy #3)	Catherine Coulter	3.88	0515118362	9780515118360.0	eng	406.0	2133.0	9/1/1996	Berkley Books
7824	Undead and Unwed (Undead  #1)	MaryJanice Davidson	3.82	1597221104	9781597221108.0	eng	392.0	89.0	12/31/2005	Wheeler Publishing
7825	Undead and Unappreciated (Undead  #3)	MaryJanice Davidson	3.88	1597221287	9781597221283.0	eng	279.0	67.0	12/31/2005	Wheeler Publishing
7826	Marked (House of Night  #1)	P.C. Cast/Kristin Cast	3.8	0312360266	9780312360269.0	eng	306.0	399152.0	5/1/2007	St. Martin's Press
7827	Divine By Choice (Partholon  #2)	P.C. Cast	4.1	037380251X	9780373802517.0	eng	377.0	6435.0	11/21/2006	Luna Books
7828	Divine By Mistake (Partholon  #1)	P.C. Cast	4.09	0373802471	9780373802470.0	eng	701.0	8633.0	8/29/2006	Luna Books
7829	Cast in Courtlight (Chronicles of Elantra  #2)	Michelle Sagara	4.11	0373802447	9780373802449.0	eng	488.0	8990.0	7/18/2006	Luna
7830	Goddess of Light (Goddess Summoning  #3)	P.C. Cast	4.04	0425201961	9780425201961.0	eng	355.0	5594.0	4/5/2005	Berkley
7831	Brighid's Quest (Partholon  #5)	P.C. Cast	4.14	0373802420	9780373802425.0	eng	507.0	3344.0	11/29/2005	Luna Books
7832	Goddess of the Rose (Goddess Summoning  #4)	P.C. Cast	4.14	0425208915	9780425208915.0	eng	345.0	5499.0	2/7/2006	Berkley Sensation
7833	Goddess of Spring (Goddess Summoning  #2)	P.C. Cast	4.21	0425197492	9780425197493.0	eng	360.0	7579.0	8/3/2004	Berkley Sensation
7834	Goddess of the Sea (Goddess Summoning  #1)	P.C. Cast	3.87	0425192792	9780425192795.0	eng	368.0	7847.0	10/7/2003	Berkley Sensation
7835	Mysteria (Mysteria  #1)	MaryJanice Davidson/Susan Grant/P.C. Cast/Gena Showalter	3.73	0425211061	9780425211069.0	eng	340.0	3046.0	7/5/2006	Berkley Sensation
7836	Elphame's Choice (Partholon  #4)	P.C. Cast	4.03	0373802137	9780373802135.0	eng	551.0	3971.0	11/24/2004	Luna Books
7838	Where the Mountain Casts Its Shadow: The Dark Side of Extreme Adventure	Maria Coffey/Thomas Hornbein	3.88	0312339011	9780312339012.0	eng	256.0	386.0	4/1/2005	St. Martin's Griffin
7839	Cast a Yellow Shadow (Mac McCorkle  #2)	Ross Thomas	3.95	0445405562	9780445405561.0	eng	272.0	206.0	2/1/1987	Mysterious Press
7840	Like a Velvet Glove Cast in Iron	Daniel Clowes	4.06	1560971169	9781560971160.0	eng	200.0	6409.0	1/17/1993	Fantagraphics
7841	Goddess of Love (Goddess Summoning  #5)	P.C. Cast	4.06	0425215288	9780425215289.0	eng	292.0	4475.0	6/5/2007	Berkley Books
7842	Mistral's Kiss (Merry Gentry  #5)	Laurell K. Hamilton	4.04	0345443586	9780345443588.0	en-US	212.0	27026.0	12/12/2006	Ballantine Books
7843	The Harlequin (Anita Blake  Vampire Hunter #15)	Laurell K. Hamilton	3.92	0425217248	9780425217245.0	en-US	422.0	37989.0	6/5/2007	Berkley Books
7844	A Stroke of Midnight (Merry Gentry  #4)	Laurell K. Hamilton	4.07	0345443608	9780345443601.0	en-US	385.0	28551.0	11/28/2006	Ballantine Books
7845	Danse Macabre (Anita Blake  Vampire Hunter  #14)	Laurell K. Hamilton	3.82	0425207978	9780425207970.0	en-US	483.0	798.0	6/27/2006	Berkley
7846	Micah (Anita Blake  Vampire Hunter  #13)	Laurell K. Hamilton	3.63	0515140872	9780515140873.0	en-US	245.0	39849.0	3/1/2006	Berkley Books
7847	Death of a Darklord (Ravenloft #13)	Laurell K. Hamilton	3.43	0786941227	9780786941223.0	eng	306.0	2679.0	7/11/2006	Wizards of the Coast
7848	Anita Blake  Vampire Hunter Collection 1-4 (Anita Blake  Vampire Hunter  #1-4)	Laurell K. Hamilton	4.54	0515136174	9780515136173.0	eng	1256.0	3320.0	2/25/2003	Jove
7849	Little Butterfly  Volume 02	Hinako Takanaga	4.18	1569709068	9781569709061.0	eng	170.0	760.0	9/19/2006	Digital Manga Publishing
7850	Little Butterfly  Volume 03	Hinako Takanaga	4.21	156970905X	9781569709054.0	eng	184.0	609.0	12/6/2006	Digital Manga Publishing
7851	Little Butterfly  Volume 01	Hinako Takanaga	4.07	1569709076	9781569709078.0	eng	184.0	1540.0	5/30/2006	Digital Manga Publishing
7852	The Little Butterfly	Sherry Shahan	4.03	0679888098	9780679888093.0	eng	24.0	17.0	4/14/1998	Random House Books for Young Readers
7853	A Caress of Twilight (Merry Gentry  #2)	Laurell K. Hamilton	4.06	0345478169	9780345478160.0	en-US	348.0	32029.0	3/15/2005	Ballantine Books
7854	Bloody Bones (Anita Blake  Vampire Hunter #5)	Laurell K. Hamilton	4.11	0425205673	9780425205679.0	eng	336.0	60937.0	11/1/2005	Berkley Hardcover
7855	Burnt Offerings (Anita Blake  Vampire Hunter  #7)	Laurell K. Hamilton	4.08	0515134473	9780515134476.0	en-US	392.0	58849.0	9/24/2002	Berkley Books
7856	Seduced by Moonlight (Merry Gentry  #3)	Laurell K. Hamilton	4.06	0553816322	9780553816327.0	eng	409.0	28152.0	1/14/2005	Bantam
7857	The Killing Dance (Anita Blake  Vampire Hunter  #6)	Laurell K. Hamilton	4.13	0425209067	9780425209066.0	en-US	368.0	59524.0	4/4/2006	Berkley Hardcover
7858	Cerulean Sins (Anita Blake  Vampire Hunter  #11)	Laurell K. Hamilton	3.85	0515136816	9780515136814.0	en-US	529.0	43475.0	8/31/2004	Berkley Books
7859	Blue Moon (Anita Blake  Vampire Hunter  #8)	Laurell K. Hamilton	4.05	0515134457	9780515134452.0	en-US	418.0	55670.0	9/24/2002	Berkley Books
7860	A Stolen Season (Alex McKnight  #7)	Steve Hamilton	3.96	031235360X	9780312353605.0	eng	304.0	1889.0	9/5/2006	Minotaur Books
7861	Narcissus in Chains (Anita Blake  Vampire Hunter  #10)	Laurell K. Hamilton	3.9	0515133876	9780515133875.0	eng	644.0	49695.0	9/24/2002	Jove
7865	Harrison's Principles of Internal Medicine	Dennis L. Kasper/Dan L. Longo/Stephen L. Hauser/Anthony S. Fauci/Eugene Braunwald	4.35	0071391401	9780071391405.0	eng	2751.0	23.0	7/27/2004	McGraw-Hill Medical Publishing
7866	For a Few Demons More (The Hollows  #5)	Kim Harrison	4.33	0060788380	9780060788384.0	eng	456.0	48049.0	3/20/2007	Harper Voyager
7867	A Fistful of Charms (The Hollows  #4)	Kim Harrison	4.29	0060788194	9780060788193.0	eng	510.0	47773.0	6/27/2006	HarperTorch
7868	The Good  the Bad  and the Undead (The Hollows  #2)	Kim Harrison	4.26	0060572973	9780060572976.0	eng	453.0	54083.0	1/25/2005	HarperTorch
7869	Every Which Way But Dead (The Hollows  #3)	Kim Harrison	4.29	006057299X	9780060572990.0	eng	501.0	60083.0	6/28/2005	HarperTorch
7870	Dead Witch Walking (The Hollows  #1)	Kim Harrison	4.04	0060572965	9780060572969.0	en-US	416.0	99076.0	7/1/2004	HarperTorch
7871	Dates from Hell	Kim Harrison/Lynsay Sands/Kelley Armstrong/Lori Handeland	3.78	006085409X	9780060854096.0	eng	416.0	10630.0	3/28/2006	Avon
7872	Pacto Con un Demonio	Kim Harrison	4.39	0060898720	9780060898724.0	spa	512.0	0.0	7/1/2008	HarperTorch
7873	Incubus Dreams (Anita Blake  Vampire Hunter  #12)	Laurell K. Hamilton	3.79	0515139750	9780515139754.0	eng	722.0	41737.0	9/27/2005	Jove
7874	Schattenkuss (Meredith Gentry  #1)	Laurell K. Hamilton	4.01	3442356911	9783442356911.0	ger	573.0	22.0	4/2/2002	Blanvalet Taschenbuch Verlag
7875	The Lunatic Cafe (Anita Blake  Vampire Hunter #4)	Laurell K. Hamilton	4.12	0425201376	9780425201374.0	eng	352.0	64036.0	3/1/2005	Berkley Hardcover
7876	Circus of the Damned (Anita Blake  Vampire Hunter  #3)	Laurell K. Hamilton	4.17	0425201392	9780425201398.0	eng	320.0	78062.0	1/2/2007	Berkley
7877	Bite (Anita Blake  Vampire Hunter  #8.5; Sookie Stackhouse  #5.1; Undead  #2.5; Mageverse  #1.5)	Laurell K. Hamilton/Charlaine Harris/MaryJanice Davidson/Angela Knight/Vickie Taylor	3.77	051513970X	9780515139709.0	eng	297.0	15072.0	12/28/2004	Jove
7878	Out of this World	J.D. Robb/Laurell K. Hamilton/Susan Krinard/Maggie Shayne	4.07	0515131091	9780515131093.0	eng	357.0	6006.0	8/1/2001	Jove Books
7879	Guilty Pleasures (Anita Blake  Vampire Hunter  #1)	Laurell K. Hamilton	4.02	0425197549	9780425197547.0	eng	355.0	115364.0	8/3/2004	Berkley
7880	Cravings (Undead #1.5; Moon #3.5)	Laurell K. Hamilton/MaryJanice Davidson/Eileen Wilks/Rebecca York	3.82	0515138150	9780515138153.0	eng	358.0	7965.0	6/29/2004	Berkley Books;;
7882	Laurell K. Hamilton's Anita Blake  Vampire Hunter: Guilty Pleasures vol 1	Laurell K. Hamilton/Stacie Ritchie/Jessica Ruffner/Brett Booth	4.17	0785127232	9780785127239.0	eng	168.0	7302.0	7/18/2007	Marvel
7883	The Republic	Plato/Desmond Lee/Maria Helena da Rocha Pereira/Benjamin Jowett	3.94	0140449140	9780140449143.0	eng	416.0	136467.0	2/25/2003	Penguin Classics
7884	The Republic of Plato	Plato/Allan Bloom	3.94	0465069347	9780465069347.0	eng	487.0	1699.0	10/3/1991	Basic Books
7885	Five Dialogues: Euthyphro  Apology  Crito  Meno  Phaedo	Plato/G.M.A. Grube/John M. Cooper	4.13	0872206335	9780872206335.0	eng	156.0	15657.0	10/1/2002	Hackett Publishing Company  Inc.
7886	Plato  Not Prozac!: Applying Eternal Wisdom to Everyday Problems	Lou Marinoff	3.41	0060931361	9780060931360.0	eng	320.0	870.0	8/1/2000	Harper Perennial
7887	Republic	Plato/C.D.C. Reeve	3.94	0872207366	9780872207363.0	eng	358.0	500.0	9/15/2004	Hackett Publishing Company  Inc.
7888	Plato's Symposium	Plato/Seth Benardete/Allan Bloom	4.04	0226042758	9780226042756.0	eng	199.0	519.0	2/1/2001	University of Chicago Press
7889	The Symposium	Plato/Christopher Gill	4.04	0140446168	9780140446166.0	eng	90.0	174.0	10/1/1999	Penguin Classics
7890	The Last Days of Socrates	Plato/Hugh Tredennick/Harold Tarrant	4.08	0140449280	9780140449280.0	eng	256.0	1686.0	3/27/2003	Penguin Classics
7891	Embracing Love  Vol. 4	Youka Nitta	4.34	1933440171	9781933440170.0	eng	208.0	594.0	1/1/2007	Be Beautiful
7892	Embracing Love  Vol. 5	Youka Nitta	4.36	193344018X	9781933440187.0	eng	216.0	401.0	4/1/2007	Be Beautiful
7893	Embracing the Love of God: The Path and Promise of Christian Life	James Brian Smith/Richard J. Foster	4.26	0060667419	9780060667412.0	eng	192.0	63.0	6/28/1995	HarperOne
7894	Embracing Love  Vol. 6	Youka Nitta	4.33	1933440198	9781933440194.0	eng	216.0	315.0	6/1/2008	Be Beautiful
7896	In the Forests of the Night	Amelia Atwater-Rhodes	3.87	0440228166	9780440228165.0	eng	147.0	13452.0	2/2/2000	Laurel Leaf Library
7897	Hawksong (The Kiesha'ra  #1)	Amelia Atwater-Rhodes	4.15	044023803X	9780440238034.0	eng	243.0	19722.0	9/28/2004	Laurel Leaf
7898	Demon in My View	Amelia Atwater-Rhodes	4.04	0440228840	9780440228844.0	eng	192.0	10944.0	9/11/2001	Laurel Leaf
7899	Shattered Mirror	Amelia Atwater-Rhodes	4.03	0440229405	9780440229407.0	eng	240.0	9408.0	7/8/2003	Laurel Leaf
7900	Midnight Predator	Amelia Atwater-Rhodes	4.02	0440237971	9780440237976.0	eng	256.0	8039.0	12/9/2003	Laurel Leaf Library
7901	The Pound Era	Hugh Kenner	4.37	0520024273	9780520024274.0	eng	624.0	614.0	9/18/1973	University of California Press
7902	Ricochet	Sandra Brown	3.97	1416532358	9781416532354.0	eng	400.0	15225.0	1/2/2007	Simon & Schuster
7903	The Alibi	Sandra Brown	4.04	0446618675	9780446618670.0	eng	564.0	20164.0	11/1/2006	Hachette Books
7904	A Whole New Light	Sandra Brown	3.55	055329783X	9780553297836.0	eng	227.0	2955.0	8/26/2008	Bantam (Fanfare Imprint)
7905	Where There's Smoke	Sandra Brown	3.97	0446600342	9780446600347.0	eng	512.0	5861.0	5/1/1994	Grand Central Publishing (Formerly Warner Books)
7906	22 Indigo Place	Sandra Brown	3.63	0553290851	9780553290851.0	eng	200.0	2537.0	2/25/1997	Bantam (Fanfare)
7907	Led Astray (Hellraisers  #1)	Erin St. Claire/Sandra Brown	3.76	0778321584	9780778321583.0	eng	240.0	2647.0	2/22/2005	Mira Books
7908	Tidings of Great Joy	Sandra Brown	3.62	0553576003	9780553576009.0	eng	231.0	1707.0	11/2/1999	Bantam
7909	A Secret Splendor	Erin St. Claire/Sandra Brown	3.66	077832284X	9780778322849.0	eng	280.0	1328.0	2/28/2006	Mira Books
7910	Love Beyond Reason	Rachel Ryan/Sandra Brown	3.64	0446616834	9780446616836.0	eng	272.0	1822.0	4/1/2005	Grand Central Publishing
7911	Words of Silk	Erin St. Claire/Sandra Brown	3.56	0446614165	9780446614160.0	eng	224.0	2677.0	4/1/2005	Grand Central Publishing
7912	Two Alone	Erin St. Claire/Sandra Brown	3.7	0778324311	9780778324317.0	eng	282.0	2155.0	2/27/2007	Mira Books
7913	Not Even for Love	Erin St. Claire/Sandra Brown	3.49	044661291X	9780446612913.0	eng	208.0	1705.0	4/1/2004	Grand Central Publishing
7914	Charade	Sandra Brown	3.94	0446601853	9780446601856.0	en-US	496.0	6044.0	7/1/1995	Hachette Books
7915	Exclusive	Sandra Brown	3.97	0446604232	9780446604239.0	eng	496.0	5852.0	7/1/1997	Grand Central Publishing
7916	Send No Flowers (Bed & Breakfast #2)	Sandra Brown	3.56	0553576011	9780553576016.0	eng	225.0	2592.0	2/29/2000	Bantam
7917	The Thrill of Victory	Erin St. Claire/Sandra Brown	3.62	1551666723	9781551666723.0	eng	240.0	1097.0	2/21/2003	MIRA
7918	Heaven's Price	Sandra Brown	3.54	0553571575	9780553571578.0	eng	240.0	1828.0	11/1/1995	Bantam (Fanfare Imprint)
7919	Riley in the Morning	Sandra Brown	3.44	9792234799	9789792234794.0	eng	224.0	2268.0	11/27/2008	Gramedia Pustaka Utama
7920	The Rana Look	Sandra Brown	3.51	0553576054	9780553576054.0	eng	256.0	2437.0	12/2/2003	Bantam
7921	Texas! Sage (Texas! Tyler Family Saga  #3)	Sandra Brown	4.02	0553295004	9780553295009.0	eng	352.0	6114.0	2/1/1992	Bantam
7922	Temperatures Rising	Sandra Brown	3.45	0553804081	9780553804089.0	eng	214.0	2059.0	11/28/2006	Bantam Books
7923	A Kiss Remembered	Erin St. Claire/Sandra Brown	3.47	0446612618	9780446612616.0	eng	224.0	3667.0	4/1/2003	Grand Central Publishing
7924	Adam's Fall (Mason Sisters  #2)	Sandra Brown	3.74	0553567683	9780553567687.0	eng	208.0	3065.0	11/27/2001	Bantam
7925	Seduction by Design	Erin St. Claire/Sandra Brown	3.56	0446603104	9780446603102.0	eng	224.0	2882.0	3/1/2002	Grand Central Publishing (Formerly Warner Books)
7926	Prime Time	Rachel Ryan/Sandra Brown	3.58	0446364290	9780446364294.0	eng	256.0	2005.0	9/1/1995	Grand Central Publishing
7927	Tiger Prince	Erin St. Claire/Sandra Brown	3.78	155166531X	9781551665313.0	eng	304.0	2275.0	9/24/1999	MIRA
7928	Best Kept Secrets	Sandra Brown	3.77	0446533289	9780446533287.0	eng	480.0	5805.0	11/3/2003	Hachette Books
7929	Tomorrow's Promise	Sandra Brown	3.71	1551666014	9781551666013.0	eng	304.0	1764.0	5/25/2000	MIRA
7930	Sweet Anger	Erin St. Claire/Sandra Brown	3.59	0446603082	9780446603089.0	eng	320.0	2288.0	1/1/1999	Vision
7931	Demon Rumm	Sandra Brown	3.35	0553576070	9780553576078.0	eng	230.0	3122.0	11/29/2005	Bantam
7932	Breakfast in Bed (Bed & Breakfast #1)	Sandra Brown	3.54	0553571583	9780553571585.0	eng	240.0	53.0	11/4/1996	Fanfare
7933	Above and Beyond	Erin St. Claire/Sandra Brown	3.73	077832026X	9780778320265.0	eng	240.0	2149.0	2/23/2004	Mira Books
7934	Fanta C (Mason Sisters  #1)	Sandra Brown	3.62	0553562746	9780553562743.0	eng	256.0	2317.0	1/21/1997	Fanfare
7935	Relentless Desire	Sandra Brown	3.63	0515068705	9780515068702.0	eng	183.0	22.0	12/31/1983	Jove Books
7936	Sunny Chandler's Return	Sandra Brown	3.59	0553576062	9780553576061.0	eng	256.0	2973.0	11/23/2004	Bantam
7937	Sandra Brown: Three Complete Novels (Best Kept Secrets  Mirror Image  and Slow Heat in Heaven)	Sandra Brown	4.21	0517077744	9780517077740.0	eng	784.0	343.0	4/14/1992	Wings
7938	The Devil's Own (Hellraiser #2)	Erin St. Claire/Sandra Brown	3.78	1551667932	9781551667935.0	en-US	240.0	65.0	2/22/2001	MIRA
7939	The Switch	Sandra Brown	3.92	0749932554	9780749932558.0	eng	576.0	9295.0	9/6/2001	Piatkus Books
7940	Play Dirty	Sandra Brown	3.92	0743289358	9780743289351.0	eng	404.0	9552.0	8/14/2007	Simon & Schuster
7941	A Secret Splendor	Erin St. Claire/Sandra Brown	3.66	1551660954	9781551660950.0	eng	297.0	18.0	1/1/1996	Mira (Mills and Boon)
7942	Texas! Trilogy	Sandra Brown	4.29	0385424701	9780385424707.0	eng	600.0	949.0	4/1/1992	Doubleday Books
7943	Betrogen	Sandra Brown	3.92	3764501359	9783764501358.0	ger	512.0	5.0	2/1/2003	Blanvalet Verlag GmbH
7944	Tempest in Eden	Sandra Brown	3.48	0446616818	9780446616812.0	eng	229.0	1560.0	4/1/2005	Warner Books (NY)
